Datum;Quelle (Domain);Titel;Kategorie;Grund;Link
2026-04-13;awo-kv-wesel.de;Vor kurzem fand im AWO Familienzentrum Kirchenkampstraße in Kamp -Lintfort das Eltern-Kind-Angebot „Wir bauen ein Insektenhotel für unseren Garten oder Balkon“ statt.;Veranstaltung;Bericht über ein konkretes Eltern-Kind-Angebot;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/zeichen-setzen-fuer-den-naturschutz-wir-bauen-ein-insektenhotel-701/
2026-04-13;kkhm.de;Investition in einen modernen Kreißsaal;Eröffnung;Neue bauliche Maßnahme und Investition;https://www.kkhm.de/service/aktuelles/einzelansicht/investition-in-einen-modernen-kreisssaal
2026-04-13;kkle.de;„Herzenssache Lebenszeit“: Infobus hält am 17. April in KevelaerÄrzte der KKLE beraten zur Prävention von Schlaganfall, Darmkrebs und Herz-Kreislauf-Erkrankungen;Gesundheitsaktion;Bericht über eine konkrete Gesundheitsveranstaltung mit Experten-Präsenz;https://www.kkle.de/news/aerzte-der-kkle-beraten-zur-praevention-von-schlaganfall-darmkrebs-und-herz-kreislauf-erkrankungen
2026-04-11;gesob-gmbh.de;Radeln im Alter;Veranstaltung;Bericht über eine organisierte Aktivität für Senioren;https://www.gesob-gmbh.de/2026/04/11/radeln-im-alter/
2026-04-10;lina-oberbaeumer-haus.de;Osterfreuden schenken;Veranstaltung;Bericht über eine konkrete Aktion und Veranstaltung im Heim.;https://lina-oberbaeumer-haus.de/2026/04/10/osterfreuden-schenken/
2026-04-10;laurentiusstift-coesfeld.de;Backaktion zum Osterfest;Aktion;Bericht über eine konkrete Oster-Backaktion der Einrichtung;https://www.laurentiusstift-coesfeld.de/backaktion-zum-osterfest/
2026-04-10;caritas-herten.de;Überwältigende Spendenbereitschaft: 6.000 Euro aus dem „WDR 2 Weihnachtswunder 2025“ gehen an die Caritas-Läden Tafel Herten;Spendenaktion;Bericht über eine konkrete Spendenaktion und Mittelverwendung.;https://www.caritas-herten.de/caritas-und-kirche/pressemitteilungen/ueberwaeltigende-spendenbereitschaft-6.000-euro-aus-dem-wdr-2-weihnachtswunder-2025-gehen-an-die-car
2026-04-10;kkle.de;Fokus auf Hospitalentwicklung und MVZ-AusbauArnold Krenz startet als Hospital-Manager in Kevelaer;Personalie;Neue Personalbezeichnung und Aufgabenbereich des Arnold Krenz;https://www.kkle.de/news/arnold-krenz-startet-als-hospital-manager-in-kevelaer
2026-04-10;kkle.de;Verstärkung im ManagementRita Lammers übernimmt Konzernleitung Finanzen;Personalie;Neubesetzung einer leitenden Position im Management;https://www.kkle.de/news/rita-lammers-uebernimmt-konzernleitung-finanzen
2026-04-09;asb-koeln.de;Energetische Dachsanierung ist in vollem Gange;Umbau;Bericht über laufende energetische Dachsanierung;https://asb-koeln.de/artikel/2026/04/09/energetische-dachsanierung-ist-in-vollem-gange/
2026-04-09;antoniushaus-lh.de;Verstärkung für unser Küchenteam;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://antoniushaus-lh.de/2026/04/09/verstaerkung-fuer-unser-kuechenteam/
2026-04-09;diakonie-kreis-mettmann.de;Diakonie zu Gast im WDR: Wie Alltagsrassismus unseren Alltag prägt!;Medienbeitrag;Bericht über Medienauftritt und Projekt zur Beratung;https://www.diakonie-kreis-mettmann.de/diakonie-zu-gast-im-wdr-wie-alltagsrassismus-unseren-alltag-praegt/
2026-04-09;augusta-kliniken.de;Patientenveranstaltung zu Chronischen Schmerzen;Veranstaltung;Titel deutet auf eine konkrete Patientenveranstaltung hin.;https://www.augusta-kliniken.de/aktuelle-meldungen/meldung/patientenveranstaltung-zu-chronischen-schmerzen.html
2026-04-08;ludgerusstift.de;Eiswagen eingeweiht;Neues Angebot;Eröffnung eines neuen Eiswagens für Senior*innen;https://www.ludgerusstift.de/eiswagen-eingeweiht/
2026-04-08;asb-koeln.de;Quizrunde: Auf dem „heißen Stuhl“ in den Zollstockhöfen;Programm;Beschreibung eines täglichen Angebots/Programms für Bewohner;https://asb-koeln.de/artikel/2026/04/08/quizrunde-auf-dem_heissen_stuhl-in-den-zollstockhoefen/
2026-04-08;katharinenstift-coesfeld.de;The Gang was in the house;Neues Angebot;Beschreibung einer neuen Aktivität (Rollatoren-Gruppe) für Bewohner.;https://www.katharinenstift-coesfeld.de/the-gang-was-in-the-house/
2026-04-08;johannes-bochum.de;Ausflug zum Gasometer Oberhausen;Veranstaltung;Bericht über einen organisierten Ausflug;https://johannes-bochum.de/gasometer-oberhausen-2026/
2026-04-08;seniorenwohnen-im-park.de;Angehörigentreffen zum Thema Demenz;Veranstaltung;Ankündigung eines Angehörigentreffens zum Thema Demenz;https://www.seniorenwohnen-im-park.de/aktuelles/aktuelles-detail/63
2026-04-08;woellner-stift.de;Rikschafahrten jetzt auch im Rollstuhl;neues Angebot;Einführung einer neuen Dienstleistung (Rikschafahrten für Rollstuhlfahrer).;https://woellner-stift.de/rikschafahrten-jetzt-auch-im-rollstuhl/
2026-04-07;johannisstift.de;KI KOMMT IN DIE KINDER-UND JUGENDHILFE;Projekt;Artikel über den Einsatz von KI in der Kinder- und Jugendhilfe;https://www.johannisstift.de/blog/ki-kommt-in-die-kinder-und-jugendhilfe/
2026-04-07;alexianer-krefeld.de;Frühjahrs-Ausbildungsstart zu Pflegefachfrau/Pflegefachmann;Personalie;Ankündigung eines Ausbildungsstarts;https://www.alexianer-krefeld.de/unternehmen/aktuelles/aktuell/fruehjahrs-ausbildungsstart-zu-pflegefachfrau-pflegefachmann
2026-04-07;evkln.de;Patientenveranstaltung zur Orthopädie am 21. April gibt Einblicke in moderne Therapien;Veranstaltung;Ankündigung einer konkreten Patientenveranstaltung;https://www.evkln.de/der-verbund/news-details/moderne-therapien-bei-hueft-und-kniebeschwerden-am-21-april.html
2026-04-06;haus-st-josef-wadersloh.de;Ostermesse in St. Josef – Ein festlicher Ostersonntag;Veranstaltung;Bericht über einen konkreten Gottesdienst in der Einrichtung;https://haus-st-josef-wadersloh.smmp.de/2026/04/06/ostermesse-in-st-josef-ein-festlicher-ostersonntag/
2026-04-06;johannes-bochum.de;Kar- und Ostertage gemeinsam erleben;Veranstaltung;Bericht über gelebte Gemeinschaftsaktivitäten und Rituale;https://johannes-bochum.de/kar-und-ostertage-2026/
2026-04-05;joseph-bochum.de;Der Osterhase besucht die Wohnbereiche;Veranstaltung;Bericht über eine konkrete Aktion (Osterhase) in den Wohnbereichen.;https://joseph-bochum.de/2026-osterhase/
2026-04-04;haus-st-josef-wadersloh.de;Ein schöner Moment an unserer Geburtstagstafel-Besuch unserer indischen Auszubildenden;Personalie;Vorstellung neuer Auszubildender im Team;https://haus-st-josef-wadersloh.smmp.de/2026/04/04/ein-schoener-moment-an-unserer-geburtstagstafel-besuch-unserer-indischen-auszubildenden/
2026-04-04;gesob-gmbh.de;Blumen vom Frühlingsfest finden einen neuen Platz;Projekt;Bericht über eine konkrete Aktion der Bewohner (Umtopfen von Blumen), die eine neue Nutzung und Freude stiftet.;https://www.gesob-gmbh.de/2026/04/04/blumen-vom-fruehlingsfest-finden-einen-neuen-platz/
2026-04-04;altenheim-wahlscheid.de;Frohe Ostern mit reduzierten Einschränkungen;Neues Angebot;Öffnung von Räumen nach Ausbruch;https://www.altenheim-wahlscheid.de/2026/04/frohe-ostern-mit-reduzierten-einschraenkungen/
2026-04-04;clarastift-lh.de;„sieben Wochen ohne Härte – mit Gefühl“ – Fastenzeit im Clara-Stift;Veranstaltung;Bericht über eine interne Andacht und ein spirituelles Angebot für Bewohner.;https://heilig-geist-stiftung.de/sieben-wochen-ohne-haerte-mit-gefuehl-fastenzeit-im-clara-stift/
2026-04-04;heilig-geist-stiftung.de;„sieben Wochen ohne Härte – mit Gefühl“ – Fastenzeit im Clara-Stift;Veranstaltung;Bericht über eine interne Andacht und ein spirituelles Angebot für Bewohner.;https://heilig-geist-stiftung.de/sieben-wochen-ohne-haerte-mit-gefuehl-fastenzeit-im-clara-stift/
2026-04-04;marienstift-havixbeck.de;„sieben Wochen ohne Härte – mit Gefühl“ – Fastenzeit im Clara-Stift;Veranstaltung;Bericht über eine interne Andacht und ein spirituelles Angebot für Bewohner.;https://heilig-geist-stiftung.de/sieben-wochen-ohne-haerte-mit-gefuehl-fastenzeit-im-clara-stift/
2026-04-02;altenheim-wahlscheid.de;Norovirus-Ausbruch in Wahlscheid hält leider an;Aktuelles;Bericht über laufenden Norovirus-Ausbruch und daraus resultierende Schließung von Angeboten;https://www.altenheim-wahlscheid.de/2026/04/norovirus-ausbruch-in-wahlscheid-haelt-leider-an/
2026-04-02;asb-koeln.de;Frühlingshafter „Social Day“ im Norbert Burger Seniorenzentrum;Veranstaltung;Bericht über eine konkrete Aktion (Social Day) mit Besuchern im Seniorenzentrum.;https://asb-koeln.de/artikel/2026/04/02/fruehlingshafter-social-day-im-norbert-burger-seniorenzentrum/
2026-04-02;ludgerusstift.de;Flohmarkt;Veranstaltung;Einladung zu einem Flohmarkt mit Anmeldungsmöglichkeit;https://www.ludgerusstift.de/flohmarkt/
2026-04-02;gsf-seniorenheime.de;Ev. Altenheim St. Jacobistift in Werther sucht Pflegefachassistenten (m/w/d);Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://www.gsf-seniorenheime.de/ev-altenheim-st-jacobistift-in-werther-sucht-pflegefachassistenten-m-w-d/
2026-04-02;gesob-gmbh.de;Ostervorbereitungen in Altenessen;Bericht;Beschreibung einer Bewohneraktivität und des Miteinanders;https://www.gesob-gmbh.de/2026/04/02/ostervorbereitungen-in-altenessen-2/
2026-04-02;caritas-dortmund.de;Mitreden & Mitgestalten: Die Zukunft der Pflege in Dortmund;Veranstaltung;Einladung zu einer Diskussionsveranstaltung zum Thema Pflegezukunft;http://www.caritas-dortmund.de/aktuelles/presse/mitreden-mitgestalten-die-zukunft-der-pflege-in-dortmund-4fbce1d2-aedd-4f56-8b08-74f83a2212c2
2026-04-02;caritasdortmund.de;Mitreden & Mitgestalten: Die Zukunft der Pflege in Dortmund;Veranstaltung;Einladung zu einer Diskussionsveranstaltung zum Thema Pflegezukunft;http://www.caritas-dortmund.de/aktuelles/presse/mitreden-mitgestalten-die-zukunft-der-pflege-in-dortmund-4fbce1d2-aedd-4f56-8b08-74f83a2212c2
2026-04-02;protea.care;Das Waffelcafè öffnet am 12. April 2026;Eröffnung;Neues Angebot/Eröffnung eines Cafés;https://protea.care/das-waffelcafe-oeffnet-am-12-april-2026/
2026-04-02;johannisstift.de;UMZUGSWOCHE;Umzug;Bericht über den Umzug der Bewohner in neue Räumlichkeiten;https://www.johannisstift.de/blog/umzugswoche/
2026-04-02;ravensberger-residenz.de;Candle-Light-Dinner;Veranstaltung;Bericht über ein spezielles Dinner-Event für Bewohner;https://ravensberger-residenz.de/candle-light-dinner/
2026-04-02;caritas-geldern.de;Frühlingsmarkt und Jubiläumsfeier in der Kindertagesstätte St. Amandus Herongen;Veranstaltung;Titel beschreibt eine konkrete lokale Veranstaltung (Frühlingsmarkt/Jubiläumsfeier).;https://www.caritas-geldern.de/verband/presse/presse/fruehlingsmarkt-und-jubilaeumsfeier-in-der-kindertagesstaette-st.-amandus-herongen-4af76892-e59b-494
2026-04-02;diakonie-muenster.de;Bereicherndes und buntes Treiben: Berufsfelderkundung im Matthias-Claudius-Haus;Veranstaltung;Bericht über eine Berufsfelderkundung;https://diakonie-muenster.de/berufsfelderkundung-im-matthias-claudius-haus-2026/
2026-04-02;diakonie-muenster.de;Generationen im Austausch: Studierende zu Besuch in der RehaZeit Simeon;Veranstaltung;Beschreibung eines Projekts/Events mit Studierenden;https://diakonie-muenster.de/generationen-im-austausch-studierende-zu-besuch/
2026-04-01;grafschafter-diakonie.de;Interaktiver Demenzsimulator – Perspektivwechsel mit Aha-Effekt;Aktion;Beschreibung einer konkreten Veranstaltung/Aktion (Demenzsimulator) mit Zielgruppe und Wirkung;https://www.grafschafter-diakonie.de/interaktiver-demenzsimulator-perspektivwechsel-mit-aha-effekt/
2026-04-01;boecker-stiftung.de;Boecker-Kurier 4/2026;Veranstaltung;Inhaltliche Ankündigung von Aktivitäten und Themen im Newsletter;https://www.boecker-stiftung.de/boecker-kurier-4-2026/
2026-04-01;altenheim-wahlscheid.de;Auswirkung des Norovirus-Ausbruchs in Wahlscheid auf Ostern;Aktuelles;Bericht über laufenden Norovirus-Ausbruch und geplante Wiedereröffnung des Cafés;https://www.altenheim-wahlscheid.de/2026/04/auswirkung-des-norovirus-ausbruchs-in-wahlscheid-auf-ostern/
2026-04-01;johannes-bochum.de;Hefezopf und bunte Eier – Tradition erleben und Freude teilen;Veranstaltung;Bericht über eine interne Gemeinschaftsveranstaltung (Osterrunde);https://johannes-bochum.de/hefezopf-und-bunte-eier/
2026-04-01;augusta-kliniken.de;Neues Medienangebot für Komfortpatienten;Neues Angebot;Einführung eines neuen Dienstangebots für eine spezifische Patientengruppe;https://www.augusta-kliniken.de/aktuelle-meldungen/meldung/neues-medienangebot-fuer-komfortpatienten.html
2026-04-01;caritasverband-steinfurt.de;Dieter Eissing feiert 25-jähriges Dienstjubiläum;Personalie;Dienstjubiläum eines Mitarbeiters;https://www.caritasverband-steinfurt.de/pressemitteilungen/dieter-eissing-feiert-25-jaehriges-dienstjubilaeum/3262446/
2026-04-01;rhein-verein.de;Sii dolce con me: Gemeinsame Stickaktion im Suermondt-Ludwig-Museum;Veranstaltung;Kultur- und Gemeinschaftsaktion im Museum;https://rhein-verein.de/sii-dolce-con-me/
2026-03-31;gsf-seniorenheime.de;Ev. Altenheim St. Jacobistift in Werther sucht Kräfte für die Reinigung und Service Küche (m/w/d) in Teilzeit;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://www.gsf-seniorenheime.de/ev-altenheim-st-jacobistift-in-werther-sucht-kraefte-fuer-die-reinigung-und-service-kueche-m-w-d-in-teilzeit/
2026-03-31;gsf-seniorenheime.de;Ev. Altenheim St. Jacobistift in Werther sucht Pflegefachkräfte (m/w/d) als Dauernachtwache für ca. 20 Std / Woche;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://www.gsf-seniorenheime.de/ev-altenheim-st-jacobistift-in-werther-sucht-pflegefachkraefte-m-w-d-als-dauernachtwache-fuer-ca-20-std-woche/
2026-03-31;gsf-seniorenheime.de;Ev. Altenheim St. Jacobistift in Werther sucht Pflegkräfte (m/w/d) in Teilzeit;Stellenanzeige;Stellenausschreibung (regelbasiert erkannt);https://www.gsf-seniorenheime.de/ev-altenheim-st-jacobistift-in-werther-sucht-pflegkraefte-m-w-d-in-teilzeit/
2026-03-31;clarastift-lh.de;Spielmannszug Ascheberg bei uns im Innenhof!;Veranstaltung;Bericht über eine kulturelle Veranstaltung im Innenhof des Heims.;https://heilig-geist-stiftung.de/spielmannszug-ascheberg-bei-uns-im-innenhof/
2026-03-31;heilig-geist-stiftung.de;Spielmannszug Ascheberg bei uns im Innenhof!;Veranstaltung;Bericht über eine kulturelle Veranstaltung im Innenhof des Heims.;https://heilig-geist-stiftung.de/spielmannszug-ascheberg-bei-uns-im-innenhof/
2026-03-31;marienstift-havixbeck.de;Spielmannszug Ascheberg bei uns im Innenhof!;Veranstaltung;Bericht über eine kulturelle Veranstaltung im Innenhof des Heims.;https://heilig-geist-stiftung.de/spielmannszug-ascheberg-bei-uns-im-innenhof/
2026-03-31;bethesda-borbeck.de;Karnevalsfeier 2026;Veranstaltung;Bericht über eine Karnevalsfeier mit Besuchen und Auszeichnungen;https://www.bethesda-borbeck.de/index.php/de/aktuell/aktuelles/332-karnevalsfeier-2026
2026-03-31;lina-oberbaeumer-haus.de;Ein Tag voller Impulse für einen aktiven Ruhestand;Veranstaltung;Bericht über eine Messe im Ruhestand;https://lina-oberbaeumer-haus.de/2026/03/31/ein-tag-voller-impulse-fuer-einen-aktiven-ruhestand/
2026-03-31;alexianer-koeln.de;"Fortbildung ""Palliativ ohne Grenzen"" - jetzt Frühbucherrabatt sichern";Veranstaltung;Ankündigung einer konkreten Fortbildungsveranstaltung mit Rabattaktion;https://www.alexianer-koeln.de/unternehmen/aktuelles/aktuell/palliativ-ohne-grenzen
2026-03-31;alexianer-krefeld.de;"Fortbildung ""Palliativ ohne Grenzen"" - jetzt Frühbucherrabatt sichern";Veranstaltung;Ankündigung einer konkreten Fortbildungsveranstaltung mit Rabattaktion;https://www.alexianer-krefeld.de/unternehmen/aktuelles/aktuell/palliativ-ohne-grenzen
2026-03-31;alexianer-muenster.de;"Fortbildung ""Palliativ ohne Grenzen"" - jetzt Frühbucherrabatt sichern";Veranstaltung;Ankündigung einer konkreten Fortbildungsveranstaltung mit Rabattaktion;https://www.alexianer-muenster.de/unternehmen/aktuelles/aktuell/palliativ-ohne-grenzen
2026-03-31;augustahospital.de;"Fortbildung ""Palliativ ohne Grenzen"" - jetzt Frühbucherrabatt sichern";Veranstaltung;Ankündigung einer konkreten Fortbildungsveranstaltung mit Rabattaktion;https://www.augustahospital.de/unternehmen/aktuelles/aktuell/palliativ-ohne-grenzen
2026-03-31;awo-kv-wesel.de;Informieren, austauschen und kennenlernen bei unserer Willkommensveranstaltung;Veranstaltung;Titel deutet auf eine Willkommensveranstaltung hin;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/herzlich-willkommen-bei-der-awo-696/
2026-03-31;awo-kv-wesel.de;Informieren, austauschen und kennenlernen bei unserer Willkommensveranstaltung;Veranstaltung;Titel deutet auf eine Willkommensveranstaltung hin;https://www.awo-kv-wesel.de/ueber-die-awo/aktuelles/oeffentlichkeitsarbeit/aktuelles/nachricht/ostern-kann-kommen-695/
2026-03-31;woellner-stift.de;Info-Veranstaltung zur Pflegekammer NRW;Veranstaltung;Es handelt sich um eine angekündigte Info-Veranstaltung, was eine echte Neuigkeit darstellt.;https://woellner-stift.de/info-veranstaltung-zur-pflegekammer-nrw/
2026-03-30;sgk.de;Internationale Küche ohne Grenzen;Veranstaltung;Beschreibung einer konkreten kulturellen Veranstaltung;https://www.sgk.de/internationale-kueche-ohne-grenzen/
2026-03-30;sgk.de;Im Freundeskreis bei einer Tasse Tee;Veranstaltung;Bericht über ein konkretes Treffen im Rahmen eines geförderten Projekts.;https://www.sgk.de/im-freundeskreis-bei-einer-tasse-tee/
2026-03-30;hanse-zentrum.de;Ein Tag voller Impulse für einen aktiven Ruhestand;Veranstaltung;Bericht über eine Messe im Ruhestand;https://www.hanse-zentrum.de/2026/03/30/veeh-harfenklaenge-und-maerchen/
2026-03-30;sgk.de;Informationstreffen im BGZ Porz;Veranstaltung;Es handelt sich um eine konkrete Meldung über eine stattgefundene Veranstaltung im Rahmen eines Projekts.;https://www.sgk.de/informationstreffen-im-bgz-porz/
2026-03-30;gsf-seniorenheime.de;Frühlingsfest im Haus Luther – ein gelungener Nachmittag voller Freude;Veranstaltung;Bericht über ein durchgeführtes Frühlingsfest für Bewohner;https://www.gsf-seniorenheime.de/fruehlingsfest-im-haus-luther-ein-gelungener-nachmittag-voller-freude/
2026-03-29;seniorenheim-st-stephanus.de;Dachbrand sicher gemeistert;Personalie;Bericht über erfolgreiches Krisenmanagement und Einsatz der geschulten Mitarbeiter.;https://seniorenheim-st-stephanus.de/dachbrand-sicher-gemeistert/
2026-03-29;domicil-gruppe.de;„Man muss das Gute tun, damit es in der Welt sei.“ (Marie von Ebner-Eschenbach);Veranstaltung;Bericht über einen Basar für Bewohner und Angehörige;https://domicil-gruppe.de/man-muss-das-gute-tun-damit-es-in-der-welt-sei-marie-von-ebner-eschenbach/
2026-03-29;domicil-gruppe.de;Unseren Bewohner:innen wird regelmäßig der Tag versüßt 😋;Aktion;Beschreibung einer regelmäßigen Bewohner-Aktion mit dem 'Süßen Wagen';https://domicil-gruppe.de/unseren-bewohnerinnen-wird-regelmaessig-der-tag-versuesst-%f0%9f%98%8b/
