ID;Name;Träger;Ort;Kreis;Adresse;Telefon;E-Mail;Website;Geschäftsführung;GF-Quelle;Einrichtungsleitung;EL-Quelle;Facebook;Instagram;LinkedIn;YouTube;Social Media (alle);Newsletter;Qualität;Quellen/Hinweise
8808;Ellen - Scheuner - Haus;Evangelische Perthes-Stiftung;Altena;Märkischer Kreis;An der Kirche 5, 58762 Altena;02352-9269-0;Frank.Schulte@perthes-stiftung.de;https://www.perthes-stiftung.de;Pastor Dr. Jens Beckmann, Michael Wermker;impressum:https://www.perthes-stiftung.de/impressum/;Frank Schulte;api:ansprechpartner;https://facebook.com/perthesstiftung;;https://de.linkedin.com/company/evangelische-perthes-stiftung;;facebook: https://facebook.com/perthesstiftung | linkedin: https://de.linkedin.com/company/evangelische-perthes-stiftung | xing: https://xing.com/pages/evangelische-perthes-stiftung-e-v;;complete;tel:api | mail:api | addr:api
2460;"Pflegeeinrichtung ""Das Kohlberghaus""";Kohlberghaus GmbH;Altena;Märkischer Kreis;Kohlberg  1, 58762 Altena;02392/969854;ihde@kohlberghaus.de;https://www.kohlberghaus.de;Jörg-Martin Ihde, Tobias Hölscher;impressum:https://www.kohlberghaus.de/impressum/;Jörg-Martin Ihde;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
34721;Seniorenzentrum Linscheider Bach;;Altena;Märkischer Kreis;Linscheider Bach 7, 58762 Altena;02352/33720;info@seniorenzentrum-linscheiderbach.de;https://seniorenzentrum-linscheider-bach.de;Michael Kamp, Gunnar Sander;impressum:seniorenzentrum-linscheider-bach.de;Monika Launen-Rothenpieler;api:ansprechpartner;https://facebook.com/APServiceGmbh;;;;facebook: https://facebook.com/APServiceGmbh;;complete;tel:api | mail:api | addr:api
32800;Altenpflegeheim Haus Füllenhof;;Altenbeken;Kreis Paderborn;Brokstraße 14, 33184 Altenbeken;05255/98550;info@haus-fuellenhof.de;http://www.füllenhof.de/impressum;Alexander Nolte, Landesverbände der Pflegekassen, Westfalen Nortkirchenerstr;websearch-impressum:https://www.xn--fllenhof-65a.de/impressum;Nicht ermittelt;none;;;;;;;complete;tel:api | mail:web(mistral) | addr:api
6573;Seniorenzentrum Altenbeken;Reichsbund Freier Schwestern gemeinnützige GmbH;Altenbeken;Kreis Paderborn;Schützenweg 1, 33184 Altenbeken;05255/9339-26;el-altenbeken@reichsbund-freier-schwester.de;https://www.reichsbund-freier-schwestern.de;Wahid Wahab;impressum:https://www.reichsbund-freier-schwestern.de/index.php/index.php/impressum.html;Frau Sylvia Rüther;api:ansprechpartner;https://facebook.com/549626083627926/posts/913688210555043;;;;facebook: https://facebook.com/549626083627926/posts/913688210555043;;complete;tel:api | mail:api | addr:api
1820;Edith-Stein-Haus;Caritasverband Steinfurt e. V;Altenberge;Kreis Steinfurt;Billerbecker Str. 30, 48341 Altenberge;02505/93220;edith-stein-haus@caritasverband-steinfurt.de;https://www.caritasverband-steinfurt.de;Pfarrdechant Johannes;impressum:https://www.caritasverband-steinfurt.de/impressum;Frau Agnieszka Blaszkiewicz;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v.;;complete;tel:api | mail:api | addr:api
1897;Haus St. Elisabeth;Kapeso gGmbH;Anröchte;Kreis Soest ;Hospitalstr. 12, 59609 Anröchte;02947 / 9725 0;info-hea@kapeso.com;https://www.kapeso.com;Natalia Falk-Simon;impressum:https://www.kapeso.com/impressum;Diane Simon;api:ansprechpartner;https://facebook.com/KapesoGGmbh;;;;facebook: https://facebook.com/KapesoGGmbh;;complete;tel:api | mail:api | addr:api
12137;Caritas Seniorenhaus Sankt Anna;Caritasverband Arnsberg-Sundern e. V;Arnsberg;Hochsauerlandkreis;Ringlebstr.  27, 59821 Arnsberg;02931/806-423;t.schulte@caritas-arnsberg.de;https://www.caritas-arnsberg.de;Dominik Pieper;impressum:https://www.caritas-arnsberg.de/organisation/impressum/impressum;Herr Timo Schulte;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;https://youtube.com/@zusammenwachsen-in-arnsberg;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v. | youtube: https://youtube.com/@zusammenwachsen-in-arnsberg;https://www.caritas-arnsberg.de/spenden-und-engagieren/engagieren/jugendcaritas/newsletter/newsletter-anmeldung;complete;tel:api | mail:api | addr:api
23087;Comunita Seniorenresidenz Ruhrblick;Comunita Holding GmbH;Arnsberg;Hochsauerlandkreis;Clemens-August-Str. 101, 59821 Arnsberg;02931 7862 402;el-ruhrblick@comunita-seniorenhaeuser.de;https://comunita-seniorenhaeuser.de/;Götz Leschonsky, Dr. Robert Kordic, Jean-Christophe Zell;impressum:https://comunita-seniorenhaeuser.de/impressum/;Emanuel Adamski;api:ansprechpartner;https://facebook.com/comunitaseniorenhaeuser;;;;facebook: https://facebook.com/comunitaseniorenhaeuser;;complete;tel:api | mail:api | addr:api
1654;Elisabethheim Oeventrop;Livingpage GmbH & Co. KG;Arnsberg;Hochsauerlandkreis;Dinscheder Str. 17, 59823 Arnsberg;02937/9672-0;Elisabethheim@msc-hiltrup.de;https://www.altenhilfe-msc.de;Schwester Annette Hemming;impressum:https://www.altenhilfe-msc.de/impressum;Frau Gundula Wenzel;api:ansprechpartner;https://facebook.com/Missionsschwestern.Hiltrup;;;;facebook: https://facebook.com/Missionsschwestern.Hiltrup;;complete;tel:api | mail:api | addr:api
1616;Ernst-Wilm-Haus;Evangelische Perthes-Stiftung;Arnsberg;Hochsauerlandkreis;Am Hüttengraben 2, 59759 Arnsberg;02932/49050;ewh-arnsberg@perthes-stiftung.de;http://www.ewh-arnsberg.de;Nicht ermittelt;none;Herr Eyk Schröder;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
6184;Gesundheits- und Seniorenzentrum am Bremers Park GmbH;VMD Versicherungsdienst GmbH;Arnsberg;Hochsauerlandkreis;Theodor-Cosack-Str. 2, 59755 Arnsberg;0293263920;info@bremerspark.de;https://www.bremerspark.de;Thorsten Vlatten;websearch-impressum:https://bremerspark.de/impressum/;Thorsten Vlatten;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
2634;Haus Flammberg Seniorenresidenz;;Arnsberg;Hochsauerlandkreis;Karolinenstr. 1 u. 3, 59759 Arnsberg;02932/4841000;info@haus-flammberg.de;https://www.seniorenpflegeplatz.de;Alexander Bart Isabel Bart;websearch-snippet:https://www.marktplatz-mittelstand.de/arnsberg/haus-flammberg-seniorenresidenz-gmbh-aWXL8g.html;Elke Eckhardt;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
21083;SWP Arnsberg;;Arnsberg;Hochsauerlandkreis;Klosterstraße 15, 59821 Arnsberg;02931 52240;el2230@emvia.de;https://www.swp-arnsberg.de;Volker Feldkamp, Jörg Schuster, Achaz von Quistorp;websearch-cache:https://emvia.de;Martin Winkler;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
12171;Seniorenhaus Klostereichen;Caritasverband Arnsberg-Sundern e. V;Arnsberg;Hochsauerlandkreis;Rumbecker Holz 13a, 59759 Arnsberg;02932/9560;klostereichen@caritas-arnsberg.de;https://www.caritas-arnsberg.de/pflege-amp-wohnen/seniorenhaeuser/seniorenhaus-klostereichen/seniorenhaus-klostereichen;Dominik Pieper;impressum:https://www.caritas-arnsberg.de/organisation/impressum/impressum;Frau Manuela Kindel;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;https://youtube.com/@zusammenwachsen-in-arnsberg;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v. | youtube: https://youtube.com/@zusammenwachsen-in-arnsberg;https://www.caritas-arnsberg.de/spenden-und-engagieren/engagieren/jugendcaritas/newsletter/newsletter-anmeldung;complete;tel:api | mail:api | addr:api
12172;Seniorenhaus St. Joachim;Caritasverband Arnsberg-Sundern e. V;Arnsberg;Hochsauerlandkreis;Grafenstr. 54-56 54, 59821 Arnsberg;02931/ 5451- 601;a.gruenebaum@caritas-arnsberg.de;https://www.caritas-arnsberg.de;Dominik Pieper;impressum:https://www.caritas-arnsberg.de/organisation/impressum/impressum;Alexander Grünebaum;api:ansprechpartner;https://facebook.com/caritas.deutschland;;https://linkedin.com/company/deutscher-caritasverband-e.v.;https://youtube.com/@zusammenwachsen-in-arnsberg;facebook: https://facebook.com/caritas.deutschland | linkedin: https://linkedin.com/company/deutscher-caritasverband-e.v. | youtube: https://youtube.com/@zusammenwachsen-in-arnsberg;https://www.caritas-arnsberg.de/spenden-und-engagieren/engagieren/jugendcaritas/newsletter/newsletter-anmeldung;complete;tel:api | mail:api | addr:api
1955;St. Johannes Pflegezentrum;Klinikum Hochsauerland GmbH;Arnsberg;Hochsauerlandkreis;Springufer 2c, 59755 Arnsberg;02932/980-251001;m.röttger@klinikum-ahochsauerland.de;https://www.klinikum-hochsauerland.de;Michael Gesenhues, Sanja Popi;impressum:https://www.klinikum-hochsauerland.de/impressum;Frau Monja Röttger;api:ansprechpartner;https://facebook.com/Klinikum.Hochsauerland;;https://linkedin.com/company/klinikum-hochsauerland;;facebook: https://facebook.com/Klinikum.Hochsauerland | linkedin: https://linkedin.com/company/klinikum-hochsauerland;;complete;tel:api | mail:api | addr:api
1948;Seniorenzentrum Zum guten Hirten;Seniorenzentrum Zum guten Hirten gGmbH;Arnsberg, Westfalen;Hochsauerlandkreis;Ginsterweg 27, 59821 Arnsberg, Westfalen;02931 52620;verwaltung2@szgh.de;https://www.sz-zum-guten-hirten.de;Bernd Rothe, Jörg Joob, Andreas Schillmann;impressum:https://www.sz-zum-guten-hirten.de/impressum;Gordon Brumberg;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
475;Malteserstift St. Benedikt;;Ascheberg;Kreis Coesfeld;Bakenfelder Weg 1a, 59387 Ascheberg;02599/919-0;altenhilfe.herbern@malteser.org;https://www.malteserstifte-rhein-ruhr-ems.de/einrichtungen-in-nrw/st-benedikt.html;Dr. Elmar Pankau, Douglas Graf;impressum:https://www.malteser.de/impressum.html;Frau Doreen Biniasch;api:ansprechpartner;https://facebook.com/malteser.de;;https://de.linkedin.com/company/malteser;https://youtube.com/user/mymalteser;facebook: https://facebook.com/malteser.de | linkedin: https://de.linkedin.com/company/malteser | youtube: https://youtube.com/user/mymalteser | tiktok: https://tiktok.com/@malteserdeutschland;https://www.malteser.de/spenden-helfen/newsletter-abonnieren.html;complete;tel:api | mail:api | addr:api
371;St. Lambertus  Alten- und Pflegeheim;Zuhause im Clara-Stift Seppenrade Altenzentrum Clara-Stift gGmbH;Ascheberg;Kreis Coesfeld;Biete 84, 59387 Ascheberg;0151 41410492;v.eilermann@heilig-geist-stiftung.de;https://www.heilig-geist-stiftung.de;Thorsten Pieper, Stephan Chilla;impressum:https://heilig-geist-stiftung.de/impressum/;Volker Eilermann;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
12885;Franziskaner-Hof Senioren- und Pflegeheim/Wachkomapflege;GFO Zentrum für ambulante Versorgung und Rehabilitation GmbH;Attendorn;Kreis Olpe;Hansastraße  8, 57439 Attendorn;0272263570;franziska.birkholz@franziskaner-hof.de;https://www.franziskaner-hof.de;Markus Feldmann, Dr. Barbara Florange, Jan-Philipp Kasch;impressum:https://pflege-franziskanerhof-attendorn.gfo-online.de/impressum-1;Franziska Birkholz, PDL;api:ansprechpartner;https://facebook.com/dieGFO;;;;facebook: https://facebook.com/dieGFO;;complete;tel:api | mail:api | addr:api
8289;Haus Mutter Anna, Attendorn;Caritasverband in Südwestfalen e.V;Attendorn;Kreis Olpe;Friedensstr. 27, 57439 Attendorn;02722/63543116;mboedefeld@caritas-olpe.de;https://www.caritas-olpe.de;Vostände Christoph, Matthias Vitt, Stefan Hundt;impressum:https://www.caritas-olpe.de/impressum;Melanie Bödefeld;api:ansprechpartner;https://facebook.com/CaritasverbandOlpe;;;https://youtube.com/channel/UCRWdUofVozfIA1WXg84xQMA;facebook: https://facebook.com/CaritasverbandOlpe | youtube: https://youtube.com/channel/UCRWdUofVozfIA1WXg84xQMA;;complete;tel:api | mail:api | addr:api
8283;Seniorenhaus St. Liborius, Attendorn;Caritasverband in Südwestfalen e.V;Attendorn;Kreis Olpe;Bieketurmstr.  9, 57439 Attendorn;02722/954174116;cvomorde@caritas-olpe.de;https://www.caritas-olpe.de;Vostände Christoph, Matthias Vitt, Stefan Hundt;impressum:https://www.caritas-olpe.de/impressum;Christopher vom Orde;api:ansprechpartner;https://facebook.com/CaritasverbandOlpe;;;https://youtube.com/channel/UCRWdUofVozfIA1WXg84xQMA;facebook: https://facebook.com/CaritasverbandOlpe | youtube: https://youtube.com/channel/UCRWdUofVozfIA1WXg84xQMA;;complete;tel:api | mail:api | addr:api
755;Seniorenzentrum Haus an dem Pastorengarten;;Augustdorf;Kreis Lippe;Pastorenweg 26, 32832 Augustdorf;05231/762-110;info@diakonis.de;https://www.diakonis.de;Dagmar Nitschke, Tim Redecker;impressum:https://diakonis.de/impressum;Frau Claudia Schelp;api:ansprechpartner;;;;https://youtube.com/channel/UCS82ZkzVWNH3XWeu6OloncA;youtube: https://youtube.com/channel/UCS82ZkzVWNH3XWeu6OloncA;;complete;tel:api | mail:api | addr:api
1937;Altenzentrum am Sähling;Evangelisches Johanneswerk gGmbH;Bad Berleburg;Kreis Siegen-Wittgenstein;Lerchenweg 8, 57319 Bad Berleburg;02751/ 813620;saehling@johanneswerk.de;https://www.johanneswerk.de;Sabine Hirte, Dr. Bodo de Vries, Burkhard Bensiek, Frank Lohmann;impressum:https://www.johanneswerk.de/system/impressum/;Frau Ildikó Nébli-Spies, Hausleitung;api:ansprechpartner;https://facebook.com/ev.johanneswerk;;https://linkedin.com/company/ev-johanneswerk-ggmbh;;facebook: https://facebook.com/ev.johanneswerk | linkedin: https://linkedin.com/company/ev-johanneswerk-ggmbh;;complete;tel:api | mail:api | addr:api
24976;Friederike-Fliedner-Haus;Evangelisches Johanneswerk gGmbH;Bad Berleburg;Kreis Siegen-Wittgenstein;Mühlwiese 36, 57319 Bad Berleburg;02751/92021111;kerstin.dickel@johanneswerk.de;https://www.johanneswerk.de/angebote/menschen-im-alter/angebot/altenheim-friederike-fliedner-haus/;Sabine Hirte, Dr. Bodo de Vries, Burkhard Bensiek, Frank Lohmann;impressum:https://www.johanneswerk.de/system/impressum/;Kerstin Dickel;api:ansprechpartner;https://facebook.com/ev.johanneswerk;;https://linkedin.com/company/ev-johanneswerk-ggmbh;;facebook: https://facebook.com/ev.johanneswerk | linkedin: https://linkedin.com/company/ev-johanneswerk-ggmbh;;complete;tel:api | mail:api | addr:api
10;Haus Ederhöhe gGmbH;Alten- und Krankenpflege Ederhöhe gGmbH;Bad Berleburg;Kreis Siegen-Wittgenstein;Ederhöhe 4, 57319 Bad Berleburg;02755/386996 -133;info@ederhoehe.de;https://www.ederhoehe.de;Nicht ermittelt;none;Frau Sandra Schaar;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
29685;MediCare Seniorenresidenz Bad Driburg;MediCare Holding GmbH;Bad Driburg;Kreis Höxter;Hufelandstraße 1, 33014 Bad Driburg;05253/40580;baddriburg@medicare-pflege.de;https://www.medicare-pflege.de;Götz Leschonsky, Dr. Robert Kordic, Jean-Christophe Zell;impressum:https://medicare-pflege.de/impressum/;Anna Derkon;api:ansprechpartner;https://facebook.com/medicareresidenzen;;;;facebook: https://facebook.com/medicareresidenzen;;complete;tel:api | mail:api | addr:api
1922;Philipp-Melanchthon-Zentrum;Evangelisches Johanneswerk gGmbH;Bad Driburg;Kreis Höxter;Auf der Mühlenstätte 25, 33014 Bad Driburg;05253/9763123;dominik.noltensmeier@johanneswerk.de;https://www.johanneswerk.de/pmz;Sabine Hirte, Dr. Bodo de Vries, Burkhard Bensiek, Frank Lohmann;impressum:https://www.johanneswerk.de/system/impressum/;Herr Dominik Noltensmeier;api:ansprechpartner;https://facebook.com/ev.johanneswerk;;https://linkedin.com/company/ev-johanneswerk-ggmbh;;facebook: https://facebook.com/ev.johanneswerk | linkedin: https://linkedin.com/company/ev-johanneswerk-ggmbh;;complete;tel:api | mail:api | addr:api
12424;"Seniorat Bad Driburg ""Haus in der Sonne""";Seniorat Steinhausen GmbH;Bad Driburg;Kreis Höxter;Dringenberger Str. 46 - 48, 33014 Bad Driburg;05253/987715;Christiane.Matzke-Schlag@seniorat-baddriburg.de;https://www.seniorat-baddriburg.de;Michael Gubitz;impressum:seniorat-baddriburg.de;Christiane Matzke-Schlag;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
7329;Senioren-Park carpe diem Bad Driburg;;Bad Driburg;Kreis Höxter;Casper- Heinrich- Straße 14-16, 33014 Bad Driburg;05253/4047-0;bad-driburg@senioren-park.de;https://www.senioren-park.de;Jan C. Schreiter, Thomas Goetz, Martin Niggehoff, Ewa Woroch;impressum:https://www.senioren-park.de/Impressum#Datenschutz;Nicht ermittelt;none;https://facebook.com/SPcarpediem;;;;facebook: https://facebook.com/SPcarpediem;;complete;tel:api | mail:api | addr:api
7199;Seniorenresidenz Stellberg GmbH;Seniorenresidenz Stellberg GmbH;Bad Driburg;Kreis Höxter;Lange Straße 1, 33014 Bad Driburg;05253/935120;kontakt@residenz-stellberg.de;https://www.residenz-stellberg.de;Sangerhausen Adresse, Bad Driburg;impressum:https://www.residenz-stellberg.de/impressum/;Frau Ljiljana Sangerhausen;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
21174;angebundene Kurzzeitpflege carpe diem Bad Driburg;;Bad Driburg;Kreis Höxter;Casper- Heinrich- Straße 14-16, 33014 Bad Driburg;05253/4047-0;bad-driburg@senioren-park.de;https://www.senioren-park.de;Jan C. Schreiter, Thomas Goetz, Martin Niggehoff, Ewa Woroch;impressum:https://www.senioren-park.de/Impressum#Datenschutz;Nicht ermittelt;none;https://facebook.com/SPcarpediem;;;;facebook: https://facebook.com/SPcarpediem;;complete;tel:api | mail:api | addr:api
2650;Altenheim Franziskus-Haus;Franziskanerinnen vom hl. Josef Seniorenhilfe GmbH;Bad Honnef;Rhein-Sieg-Kreis;Klosterstraße 6, 53604 Bad Honnef;02224/817-1;info@altenheim-franziskus-haus-aegidienberg.de;https://www.altenheim-franziskus-haus-aegidienberg.de;Dr. Stephanie Kirsch;impressum:altenheim-franziskus-haus-aegidienberg.de;Frau Katsiaryna Lagmouchi;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
833;Altenheim Marienhof;GFO Zentrum für ambulante Versorgung und Rehabilitation GmbH;Bad Honnef;Rhein-Sieg-Kreis;Brieberichweg 2a, 53604 Bad Honnef;0222493960;ralf.burtscheidt@marienhof-seniorenzentrum.de;https://www.marienhof-seniorenzentrum.de;Markus Feldmann, Dr. Barbara Florange, Jan-Philipp Kasch;impressum:https://pflege-marienhof-bad-honnef.gfo-online.de/impressum-1;Herr Ralf Burtscheidt;api:ansprechpartner;https://facebook.com/dieGFO;;;;facebook: https://facebook.com/dieGFO;;complete;tel:api | mail:api | addr:api
2276;Ev. Seniorenstift;Dennoch kann die DIACOR GmbH;Bad Honnef;Rhein-Sieg-Kreis;Am Honnefer Kreuz 21, 53604 Bad Honnef;02224/15-0;zentrale@diacor.de;https://www.diacor.de;Markus Jeß;impressum:https://www.diacor.de/impressum;Brigitte Jordan;api:ansprechpartner;;;;;;;complete;tel:api | mail:api | addr:api
1350;Haus am Drachenfels Rhöndorf;Korian Deutschland GmbH;Bad Honnef;Rhein-Sieg-Kreis;Rhöndorfer Str. 80, 53604 Bad Honnef;02224 98 10 100;amdrachenfels@korian.de;https://www.korian.de;Christian Gharieb, Vincent Savajols;impressum:https://www.korian.de/impressum/;Herr Sturza Alin-Dumitru;api:ansprechpartner;https://facebook.com/Korian.de;;https://de.linkedin.com/company/korian-deutschland;https://youtube.com/channel/UCQyaSvvezAz95aQNU1MjcMQ;facebook: https://facebook.com/Korian.de | linkedin: https://de.linkedin.com/company/korian-deutschland | youtube: https://youtube.com/channel/UCQyaSvvezAz95aQNU1MjcMQ | xing: https://xing.com/pages/korian;;complete;tel:api | mail:api | addr:api
835;Kurzzeitpflege Marienhof;GFO Zentrum für ambulante Versorgung und Rehabilitation GmbH;Bad Honnef;Rhein-Sieg-Kreis;Brieberichweg 2a, 53604 Bad Honnef;0222493960;ralf.burtscheidt@marienhof-seniorenzentrum.de;https://www.marienhof-seniorenzentrum.de;Markus Feldmann, Dr. Barbara Florange, Jan-Philipp Kasch;impressum:https://pflege-marienhof-bad-honnef.gfo-online.de/impressum-1;Herr Ralf Burtscheidt;api:ansprechpartner;https://facebook.com/dieGFO;;;;facebook: https://facebook.com/dieGFO;;complete;tel:api | mail:api | addr:api
